pc1,pc2,ood_source
-0.3129301,-1.8265091,mnist
-1.3478723,-2.5548518,mnist
-0.0063837767,-1.5222602,mnist
-0.6622919,0.17501429,mnist
-0.83431065,-2.8021986,mnist
-1.0479004,-1.9167929,mnist
1.3364704,-0.26998845,mnist
-0.4594555,-1.1329222,mnist
-1.3152119,0.26490083,mnist
0.7987065,-1.9206828,mnist
-1.1591542,-0.3667467,mnist
0.6152243,-0.6665232,mnist
-0.6538682,-2.8534942,mnist
-0.7042659,0.4181772,mnist
-1.6710241,-2.827044,mnist
-0.42797178,-1.668647,mnist
-0.32320768,0.61252093,mnist
-1.7684925,-0.0118533,mnist
-0.60352075,-2.071526,mnist
0.6086119,-1.922504,mnist
-0.20762163,0.31594178,mnist
-0.5787405,-1.905834,mnist
-1.2723196,-2.3785994,mnist
0.071059644,-1.9419417,mnist
-1.3208008,0.6131403,mnist
-1.0604489,-2.4061525,mnist
-0.03935057,-1.8243921,mnist
-0.8801981,-1.6634984,mnist
-0.13487661,0.49135655,mnist
-0.19360012,0.52705854,mnist
-0.37533683,-1.7172635,mnist
-1.2953458,1.1072654,mnist
0.42183274,-1.1812851,mnist
0.32921797,-1.7029127,mnist
-0.19502592,-1.5035127,mnist
-0.6809286,0.038128477,mnist
-0.18184423,-0.66710764,mnist
-0.49103504,0.12326121,mnist
0.38889068,-0.14808679,mnist
-0.528376,-2.085396,mnist
-0.69411814,-1.8473364,mnist
-0.5880095,-0.23601684,mnist
-1.1750544,-1.7643883,mnist
-0.25625187,-0.7532966,mnist
-0.065179825,0.10073733,mnist
-0.016986728,-0.88394606,mnist
-0.27203375,-1.8971057,mnist
-0.60854715,-0.19862768,mnist
-1.177433,0.074380785,mnist
0.2528922,-1.4641229,mnist
-0.10847223,-1.1094499,mnist
0.33659822,-1.7032204,mnist
-0.9400776,-1.8749359,mnist
-0.47101387,-1.789407,mnist
0.09749907,-0.7341715,mnist
-2.3942358,-0.6973437,mnist
0.16473907,-0.68489754,mnist
-1.3172756,0.22170974,mnist
-0.30170727,-1.7210166,mnist
-0.47093582,-1.2398953,mnist
-0.6953776,-2.0953345,mnist
1.0432863,-1.2070867,mnist
-0.685817,-2.2126114,mnist
-0.665279,-0.6753781,mnist
-0.9876295,0.14416637,mnist
0.57844,-0.8485664,mnist
-0.95487285,-1.9850287,mnist
-0.71700025,-1.2053747,mnist
-1.70257,-2.067167,mnist
0.12659305,-1.5318322,mnist
0.27897173,-1.3082445,mnist
-1.0499026,-0.75493985,mnist
-0.34384346,-1.8930105,mnist
-0.036507666,-1.3501078,mnist
0.09505957,-0.78451824,mnist
0.07867843,0.36838412,mnist
0.8591817,1.0495241,mnist
-0.28265917,-1.1720245,mnist
0.6299371,-0.49119946,mnist
-0.34764045,-0.93608236,mnist
0.1631071,-1.5223622,mnist
0.52155405,-1.3198391,mnist
-1.0659137,-1.4807215,mnist
-0.9376173,0.98847216,mnist
-0.31515348,-1.5915301,mnist
0.77930456,-0.64813733,mnist
-0.89421153,-2.2400095,mnist
-0.54197323,-1.6582404,mnist
0.39851826,-2.0236137,mnist
-0.62207884,-1.6235723,mnist
-1.5881269,1.3701136,mnist
-1.355888,-2.6190197,mnist
-1.6219552,-2.3043993,mnist
-0.027433336,-1.7350101,mnist
0.12120861,-1.7065797,mnist
-0.36732692,-0.46125862,mnist
0.003881991,-1.8551819,mnist
0.5539629,-1.2974069,mnist
-0.66018015,-1.0168676,mnist
-0.56152195,-1.5196946,mnist
0.22381693,0.24362613,mnist
-1.2376621,-1.6030637,mnist
0.38321573,-1.3214519,mnist
-0.33645803,-1.8153802,mnist
-0.0059316754,-0.022518039,mnist
-0.46692458,-1.3829453,mnist
-1.2491008,0.0027238838,mnist
0.061295986,0.3975537,mnist
-0.6923254,-1.7613717,mnist
0.5637476,-0.6914984,mnist
-0.20666331,-1.0067014,mnist
0.01029855,-1.6120155,mnist
-0.74482465,-0.92444074,mnist
-0.26905507,-1.9293063,mnist
-1.7521241,-0.061433773,mnist
-1.046005,-2.7575672,mnist
-1.5151949,-0.24826804,mnist
-1.2533219,-3.013182,mnist
-0.025719643,-0.80524635,mnist
-0.864854,-1.8428717,mnist
-0.42982167,-2.3255785,mnist
0.3754831,-0.590919,mnist
-0.012068033,-0.30223003,mnist
0.007080853,-2.1696122,mnist
-1.0269477,-1.9110432,mnist
-0.56469214,-1.5744612,mnist
-0.32184368,-0.67081505,mnist
-0.95904666,-1.5354488,mnist
-1.5384083,-3.0832012,mnist
0.56436175,-0.3171142,mnist
-0.09797341,-0.87598485,mnist
0.5343587,-1.0165011,mnist
0.5873243,0.44050074,mnist
-0.053309143,0.0071947314,mnist
0.42268628,-0.9501085,mnist
0.4446867,0.2947673,mnist
-1.5146638,-2.3163173,mnist
0.66569954,-0.20230341,mnist
-0.21715665,-1.7246277,mnist
0.51278895,-0.113625854,mnist
-0.6621609,-1.8383521,mnist
0.9142005,0.1986551,mnist
-0.73805773,-0.45142335,mnist
-0.7248887,-1.9386219,mnist
0.098211706,-1.9930236,mnist
0.2625969,0.57373416,mnist
0.8917367,-0.9449981,mnist
-0.93504804,-0.23035982,mnist
0.9329632,0.15994345,mnist
-0.7063859,-1.3817601,mnist
1.1961491,-0.41801295,mnist
-0.3568998,-1.4635851,mnist
-0.7418363,-2.6644433,mnist
0.18307477,-1.9786716,mnist
0.14629477,-1.2472675,mnist
0.5951082,-0.39202467,mnist
-0.7696718,-0.93764985,mnist
-1.0032227,-0.43416613,mnist
-1.4244555,-1.5771177,mnist
-0.6426354,0.28371942,mnist
-0.46365935,0.22074679,mnist
-0.06796205,-1.6840819,mnist
-1.0899208,0.56940746,mnist
-1.2555605,-2.0784504,mnist
-1.6407793,-2.731792,mnist
-0.8973135,-1.8216181,mnist
-1.2365868,0.19009636,mnist
0.9308137,-1.0888454,mnist
-0.41309732,-2.00682,mnist
-0.27774644,-1.6803346,mnist
0.43047804,-1.2877822,mnist
-0.83939785,-2.2591836,mnist
-0.5627508,-1.7545253,mnist
-1.082376,-2.0748358,mnist
-0.99090886,-2.0149078,mnist
-0.9097878,-1.3777477,mnist
-1.4590824,-1.6491666,mnist
-1.2444601,-2.0410604,mnist
0.08232635,0.32880852,mnist
0.21220893,0.13647474,mnist
-0.4120767,-1.8291023,mnist
0.16559905,-1.4070623,mnist
-1.8905776,0.021244973,mnist
-0.65031636,0.28039056,mnist
-0.22941273,-1.3778031,mnist
0.17897385,-0.77766335,mnist
-1.185124,0.10695553,mnist
0.69961554,0.00633749,mnist
0.40920347,0.34842095,mnist
0.2479468,-1.4395499,mnist
0.8572933,-1.1707953,mnist
-0.8500422,-1.0579388,mnist
1.062834,0.5261255,mnist
-0.34497875,-2.1785452,mnist
0.41899723,-0.54545134,mnist
0.074462354,-0.10655232,mnist
-0.28062338,-1.2310839,mnist
-0.8389076,-2.0380232,mnist
-0.24094743,-0.5135133,mnist
0.07401186,-0.20798689,mnist
-0.11260426,-0.7395047,mnist
0.89527315,0.41644558,mnist
0.4797731,-1.7335708,mnist
-0.2858063,-0.6941103,mnist
-1.6240187,-1.0226088,mnist
-0.4789468,-1.2673062,mnist
0.027279317,-0.8631531,mnist
-0.22607774,-1.5818033,mnist
0.2621742,-1.6221242,mnist
-0.10962719,0.35161024,mnist
-0.45108777,0.20261347,mnist
0.4692878,-0.626631,mnist
-0.40057606,-1.9113748,mnist
1.0316937,0.23863289,mnist
0.9645029,-1.1192466,mnist
-1.9176154,-0.421664,mnist
0.21653014,0.07948285,mnist
0.033243477,0.77951396,mnist
-1.3408182,-2.4381742,mnist
-0.024707913,-0.50591946,mnist
0.32780486,-1.0276445,mnist
-1.5993186,0.05129542,mnist
-0.5834311,0.26891765,mnist
-2.4918282,-1.3100035,mnist
0.17672843,-0.7276015,mnist
-0.9627174,-2.0536156,mnist
-1.1519755,-0.99132717,mnist
-1.1564481,-2.3152616,mnist
-0.08975357,-1.5364417,mnist
-0.8503188,-2.0868251,mnist
-0.29602933,-1.4497681,mnist
-0.10561305,0.42115,mnist
-1.4420359,-1.8442445,mnist
-0.43861702,-0.4801205,mnist
0.4046783,-1.4081018,mnist
0.81053406,-0.8765309,mnist
0.5727665,-0.8610205,mnist
-0.7170714,-1.9162092,mnist
-0.5376927,0.048346695,mnist
0.67887014,-1.0835564,mnist
-0.46123424,-0.7612009,mnist
-0.0063120723,-1.1049644,mnist
0.79041165,-0.13628295,mnist
-0.3362928,-1.2314194,mnist
-0.85975766,-1.7880654,mnist
0.04766023,-1.6183388,mnist
-0.82693684,-1.2518713,mnist
-0.09803265,-0.63612556,mnist
-0.4312775,-1.617605,mnist
-0.6804194,-2.3308203,mnist
-0.29529178,-1.0217519,mnist
0.69367903,-1.9533348,mnist
-2.224371,-2.6415603,mnist
-0.9799877,-1.989599,mnist
0.7258846,-0.31567588,mnist
-1.0394714,-0.92675096,mnist
-0.3519284,-0.070316955,mnist
-0.9757965,-0.84378123,mnist
-1.030248,-2.4612231,mnist
-1.1625307,-2.5975199,mnist
-0.43326575,-1.4129903,mnist
-1.1948164,-1.3987808,mnist
-0.08588904,-1.5098588,mnist
-0.37927186,-2.1138673,mnist
-1.0714016,-1.0604776,mnist
-1.5027983,-0.03118917,mnist
0.3379509,-1.1502578,mnist
-0.0030036569,0.8922651,mnist
-0.37441576,-0.93051493,mnist
-0.059216082,-1.1894319,mnist
0.11353463,-0.47467223,mnist
-1.0244052,-2.171459,mnist
0.27212924,-0.7740516,mnist
-0.7732996,0.31984964,mnist
-0.5912747,-1.7574129,mnist
-0.3217985,-1.556906,mnist
0.33872706,-0.2990686,mnist
-0.094638884,-0.35225114,mnist
-0.3568446,-0.8188521,mnist
0.15898293,-1.0646933,mnist
-0.45608407,-1.2340914,mnist
-0.27588135,0.016326156,mnist
-0.36866295,-1.0665803,mnist
-0.058639288,-0.32359204,mnist
-0.83726764,-0.116532266,mnist
-1.5299203,-3.4566858,mnist
-0.43029052,-1.3755672,mnist
0.26295418,-1.3361316,mnist
-0.36872274,-0.48642787,mnist
-0.36953086,-2.144907,mnist
-0.9458614,-1.9869325,mnist
-0.86046857,-2.055112,mnist
0.32748717,-0.6972808,mnist
-0.74029434,-2.3711097,mnist
-1.2578084,-0.687793,mnist
-0.5246539,-1.9613624,mnist
0.106120646,-0.79862547,mnist
-1.809783,-0.35892674,mnist
-0.1501736,-1.2460566,mnist
0.17509967,-1.1325285,mnist
-0.60528076,0.15525794,mnist
-0.5060183,-2.4008288,mnist
0.023650229,-0.61575735,mnist
0.057763755,0.129739,mnist
-1.2847,-1.9597237,mnist
0.052686393,-0.82073236,mnist
-1.4877343,-0.3292052,mnist
-0.39325744,-2.0447237,mnist
0.17664558,-0.636724,mnist
-1.0942591,-1.4413586,mnist
0.4781732,-0.9753233,mnist
-1.3291683,-2.4985468,mnist
0.37001175,-1.5969849,mnist
0.4187954,-0.043792326,mnist
0.23479003,-1.7996128,mnist
-0.64766276,-1.6797317,mnist
-0.49661145,0.19474056,mnist
-2.0759323,-1.3496237,mnist
-0.80331457,-2.1045125,mnist
0.65460545,-0.8643747,mnist
-0.42514414,-1.7225995,mnist
1.7615173,-1.400466,mnist
0.22768182,-0.063452065,mnist
-0.8301629,-0.5769282,mnist
-0.84129536,-1.3766011,mnist
-1.310604,0.6922927,mnist
-1.1621531,-2.043102,mnist
-0.42904568,-1.3832177,mnist
-0.10141045,-1.6823498,mnist
-0.16675645,0.19042803,mnist
0.23616964,-2.213095,mnist
-0.48738265,0.98733276,mnist
0.38347036,-0.9058083,mnist
0.6727833,-1.6212542,mnist
-0.8872241,-1.1205556,mnist
-0.52028996,-1.2445483,mnist
-0.10816425,-2.485043,mnist
-0.5780741,-2.178053,mnist
-2.5821316,-0.9337312,mnist
-0.98554033,-1.9556004,mnist
0.3735587,-0.96328163,mnist
-0.9731186,-2.5025651,mnist
-0.17613131,-0.7589117,mnist
-1.4868219,-1.9676406,mnist
-0.80314845,-2.3838854,mnist
-1.0083661,2.0383794,mnist
0.20095056,-2.2484968,mnist
-0.54246306,-0.84664583,mnist
-0.5591909,-0.65949583,mnist
-0.5411673,-1.9164913,mnist
-1.0897001,-1.1584435,mnist
-0.5006326,-0.9958062,mnist
-0.054644883,-2.1247077,mnist
-0.658533,-1.9827452,mnist
0.048100293,-1.9449451,mnist
-0.021442115,-1.4789178,mnist
0.9811023,-0.16149606,mnist
-0.8073384,-1.7132256,mnist
-1.0223716,0.014008518,mnist
0.36045903,-1.2001394,mnist
0.21962851,0.29212326,mnist
-0.22207803,-1.6870522,mnist
0.21739799,1.0894728,mnist
0.9703643,-0.24001345,mnist
-0.70300204,-0.5603429,mnist
-1.4224951,-2.5903099,mnist
-1.0856464,-1.4974014,mnist
0.51044184,-1.5420289,mnist
-0.20426112,-1.7361851,mnist
-1.0692959,-1.9815552,mnist
-0.11969155,-0.24667624,mnist
0.5007122,-1.3970543,mnist
-0.9299311,-1.1310146,mnist
-0.58097696,-0.7119205,mnist
0.4903013,-1.5440011,mnist
-2.5822902,-3.255242,mnist
-0.08780056,-1.2574401,mnist
-0.5873904,-1.9266976,mnist
0.11065096,-1.2309507,mnist
0.66616005,-1.0709434,mnist
-1.959908,-2.4393547,mnist
1.1827991,-1.1588637,mnist
-0.24258393,-0.5670001,mnist
-0.25869197,-0.76419085,mnist
0.015804231,-0.71624935,mnist
-0.6226946,-0.6356699,mnist
-0.39200538,-0.5041504,mnist
0.6436116,-0.9337793,mnist
0.5593905,-0.19317158,mnist
-0.38974988,-1.2559781,mnist
-0.88904667,-1.0508585,mnist
-1.5492625,-1.7023528,mnist
-0.4531563,-2.2784464,mnist
-0.7169106,-2.2547624,mnist
-0.71001124,-1.1256953,mnist
-0.22139484,-1.8218327,mnist
-0.29969049,-2.043566,mnist
0.3638652,-1.4788815,mnist
-1.0724471,-2.0083773,mnist
-1.4975779,-3.0944436,mnist
1.0785644,-1.0526048,mnist
-1.0186448,-1.8846147,mnist
-0.046069562,-1.0564711,mnist
-0.052751362,0.70422286,mnist
0.20235938,-1.5963084,mnist
0.67680806,-0.44109946,mnist
-1.2881334,-0.851082,mnist
-1.5258608,-2.6547816,mnist
-0.36948818,-1.8024745,mnist
0.9557399,-0.22644448,mnist
-0.81591076,-1.2092311,mnist
0.25323766,-1.5729812,mnist
0.021196365,0.37676683,mnist
-0.5589337,-2.1363122,mnist
-0.7596653,-2.1345513,mnist
-1.040877,0.21452467,mnist
-1.1284349,-2.21852,mnist
-0.79311603,-1.3978529,mnist
0.73640376,-0.6064568,mnist
0.19626302,-1.2987738,mnist
0.03073746,-0.7132345,mnist
-0.19448239,0.7922315,mnist
0.5829796,-1.7696896,mnist
-0.6462191,-0.30582154,mnist
-1.046081,-1.3379167,mnist
-0.16712683,-1.4957232,mnist
-0.24966007,-1.5726428,mnist
-1.3192706,-2.347345,mnist
-0.35826927,-1.3864019,mnist
-1.0525753,-2.148461,mnist
-1.3486416,-1.135742,mnist
0.51826876,-1.1710653,mnist
-1.7915025,-1.2586055,mnist
0.32163972,-1.3853728,mnist
-0.6508268,-1.9852858,mnist
-0.9000323,-1.2904456,mnist
-0.41511732,-2.0684063,mnist
0.9327206,-1.5304155,mnist
-1.2442374,-2.0896323,mnist
0.032333016,-1.6701336,mnist
-1.7039727,-0.77133584,mnist
1.712827,-0.76596546,mnist
-0.7084645,-1.8617799,mnist
-0.2880231,0.9483298,mnist
-1.0316927,-2.4953432,mnist
-0.274114,-1.1920645,mnist
-0.9516778,-2.7686195,mnist
0.39679688,-0.48388264,mnist
-0.37269104,-0.79247785,mnist
0.29937607,-0.6750132,mnist
0.07683855,-0.9575125,mnist
-0.42742807,-1.3982376,mnist
0.66494375,-0.6586755,mnist
-1.5147212,-0.7392254,mnist
-0.26368564,-0.33571228,mnist
-1.2670097,-0.04039399,mnist
-0.0633226,-0.9357897,mnist
0.83244103,-0.36598453,mnist
-0.68289816,-1.8964467,mnist
0.12640947,-0.7344042,mnist
0.46212333,-1.2849752,mnist
-1.4581746,-2.0085566,mnist
-0.31430328,-0.77157235,mnist
-0.32471853,-1.703537,mnist
0.508892,-1.121639,mnist
-1.2636561,-2.6331964,mnist
-0.7018281,-1.5021331,mnist
-0.07464987,-0.37648866,mnist
-0.6950108,-1.4910985,mnist
-1.9172609,-0.5870099,mnist
0.08578724,-1.9798789,mnist
0.22920293,-2.0841854,mnist
0.1438455,-1.0989827,mnist
-0.17004603,-1.1147429,mnist
-0.14594454,-1.7616788,mnist
-0.47355136,-2.1523077,mnist
0.6470695,-1.000468,mnist
-0.4989046,-1.6995842,mnist
-0.8951502,-2.2723174,mnist
0.057528853,-1.2466683,mnist
-1.8109398,-0.67966557,mnist
0.071413815,-0.31550828,mnist
-0.58480406,-0.13661692,mnist
-0.8333308,-2.4447887,mnist
-0.14912719,-1.6894003,mnist
-1.3385044,-2.4136846,mnist
-0.24863964,-1.528089,mnist
-0.52625656,-0.9490441,mnist
-0.19922936,-1.3494527,mnist
-1.0847211,-2.3884747,mnist
-0.06734222,0.4667835,mnist
-0.85790473,-2.2791812,mnist
-0.14240521,0.029743392,mnist
0.06860703,-1.034986,mnist
-0.31125814,-1.6190197,mnist
-0.57914466,-2.2991984,mnist
-2.0819085,-2.4817545,mnist
-0.38158065,-1.0011785,mnist
-0.103532255,-1.4665174,mnist
-0.007898867,-1.4521545,mnist
-1.1420183,-2.448603,mnist
-0.8528003,-1.761308,mnist
-0.51704854,-0.62799466,mnist
-1.9862812,-1.3199408,mnist
-1.2611452,-1.9113777,mnist
0.018245399,-0.3482842,mnist
-0.24492425,-1.1992183,mnist
0.9314005,-0.5351371,mnist
0.21073538,-1.9685366,mnist
-0.21016902,-0.9233524,mnist
-0.069203496,-0.8117069,mnist
-0.51302797,-0.66257,mnist
-1.6324909,-1.7268708,mnist
-0.64990985,-0.072285354,mnist
-0.67821026,-0.79047537,mnist
-0.6246351,0.31302813,mnist
-0.38362598,-0.8227358,mnist
0.6147538,-1.8603735,mnist
0.19696504,-1.0014483,mnist
0.98217815,-0.7011722,mnist
-0.390337,-1.2257785,mnist
-0.83956766,-2.3424256,mnist
0.32565302,-1.6076155,mnist
0.18551272,-1.0540102,mnist
0.16224688,-0.49914894,mnist
-1.0028503,-2.4718354,mnist
0.32288784,-1.5180116,mnist
-1.1376207,-0.5811598,mnist
-0.21362084,-0.7140244,mnist
-0.6391441,-0.36087647,mnist
-0.4781022,0.6014537,mnist
0.048791826,-1.4390416,mnist
-1.212781,-1.6656749,mnist
-0.40534925,-1.8881731,mnist
-1.3919128,-1.828707,mnist
-1.5492444,-0.6816977,mnist
-1.4214828,-2.459707,mnist
0.44166893,-0.83107495,mnist
-0.41234368,-0.041081373,mnist
-0.6907428,-1.0756929,mnist
-1.0500048,-1.9856203,mnist
-0.012523115,0.2077136,mnist
-1.5420425,-1.5001429,mnist
0.6240073,-1.5383008,mnist
-0.72906864,-0.92961967,mnist
-0.39773566,-0.2685319,mnist
-0.8747159,-1.6335281,mnist
-1.7980027,-2.5289972,mnist
0.027041376,0.2348798,mnist
-0.96684587,-2.6750467,mnist
0.8113846,-1.4598248,mnist
-0.9823498,-2.5673025,mnist
-1.187031,-2.1021845,mnist
0.47230047,-1.1323748,mnist
-0.8360362,-2.5182173,mnist
-0.73151654,-0.5655314,mnist
-0.36572152,-0.8312261,mnist
-0.9940559,-1.8365016,mnist
-0.69843745,-0.21716997,mnist
-1.0811664,-0.7448386,mnist
-0.6640816,-2.1866376,mnist
0.39263004,-0.30403504,mnist
0.4337029,-1.1070505,mnist
-0.4205888,-0.5900633,mnist
-0.21022838,-1.5965731,mnist
-0.79605824,-1.0217049,mnist
0.49450463,0.84733194,mnist
-0.5311731,0.79673564,mnist
-0.8712962,-1.343474,mnist
-2.2449741,-0.2774748,mnist
-0.1743238,-1.8261877,mnist
-0.5544355,-1.2827427,mnist
-0.27372104,0.4635542,mnist
-0.4790341,-1.4095415,mnist
0.92779106,-0.7819836,mnist
-1.6849717,-2.0695398,mnist
-0.79896903,-2.0526428,mnist
0.031822562,-1.733119,mnist
-0.59795064,-1.5540075,mnist
-0.29018116,-1.8321773,mnist
0.5195511,0.21865919,mnist
-0.1036095,-0.64825326,mnist
-1.1331272,-2.0183613,mnist
-0.6398314,-1.8998716,mnist
-1.5197198,-2.6713455,mnist
-0.4830293,-1.5798478,mnist
-1.0015626,-1.8457658,mnist
1.0124319,-1.2146102,mnist
-1.1165059,-2.0937567,mnist
-0.90085775,-1.5203764,mnist
-0.49421924,-1.6448354,mnist
0.29042143,-0.033189584,mnist
-1.3933754,-2.2714682,mnist
-0.5430107,-1.7942677,mnist
-0.70040166,-1.9767959,mnist
0.6896686,-0.8797513,mnist
-0.66848683,-2.3464549,mnist
-0.13975078,-2.0477512,mnist
0.24080521,1.2763058,mnist
0.7964813,-0.24596825,mnist
-1.6422275,-0.5288138,mnist
0.34866637,-1.507404,mnist
-0.28082758,-1.6942322,mnist
-0.40707862,-1.9844732,mnist
-0.48665905,-2.2549994,mnist
-2.001909,-1.3116534,mnist
-0.7321763,-2.0007465,mnist
-0.3782274,-1.66793,mnist
-1.8427674,-2.6273687,mnist
0.03917277,-0.61221254,mnist
0.4278764,-1.2364354,mnist
-0.24408096,0.010793533,mnist
-0.02983588,1.1315911,mnist
-0.65393674,-1.1594765,mnist
0.36612993,1.932619,mnist
-1.2327687,-2.492825,mnist
1.3911746,-1.5210334,mnist
0.15916222,-1.4333931,mnist
-0.3127907,-1.2404387,mnist
0.17928809,-0.7228867,mnist
-0.60448134,-2.2491896,mnist
-0.22874361,-0.59339994,mnist
-0.7895086,0.63245875,mnist
0.4746763,-0.34195685,mnist
-0.4459442,-0.2886264,mnist
-0.9070132,-2.2020402,mnist
1.9337406,-0.5356705,mnist
-1.4947197,1.9884422,mnist
0.022382617,-1.6873121,mnist
0.3511116,-0.5434246,mnist
-1.4717005,-2.2707002,mnist
0.5541361,-1.9778254,mnist
0.62312335,-1.5743265,mnist
-0.16360813,0.3742716,mnist
1.0638981,-0.44546044,mnist
-0.07682818,-1.5280061,mnist
0.35824102,-0.48476592,mnist
-1.6437473,-1.8430163,mnist
0.09314269,-1.8842769,mnist
0.026194513,-1.9740751,mnist
-0.8786524,-0.83560026,mnist
0.053479612,-1.4240861,mnist
-2.0174408,-2.5877314,mnist
0.5461866,-2.0521665,mnist
-0.4840297,-2.141712,mnist
-0.20462608,-2.3855078,mnist
-0.016435802,-1.5689278,mnist
0.3986346,-1.1758033,mnist
0.0002683401,0.08974381,mnist
0.9383294,-0.51097053,mnist
-0.29941034,-1.0926459,mnist
-1.1567267,-2.3204153,mnist
-1.4063295,-0.2533048,mnist
-1.5870278,0.11301103,mnist
-1.0876971,-2.4151244,mnist
1.1134338,0.036339547,mnist
-1.280983,-1.3910501,mnist
1.2002094,-1.339354,mnist
-0.54770064,0.036887195,mnist
-1.1674114,1.1023717,mnist
-0.37424183,-0.81492364,mnist
-0.9788173,-1.8476318,mnist
-1.5212324,-1.1171639,mnist
0.3453756,-0.39413992,mnist
-1.3445134,0.9924314,mnist
-0.35086823,-2.3400517,mnist
-1.1345401,-1.9169385,mnist
-0.37237728,-1.7202997,mnist
0.27188474,1.0575413,mnist
-1.4349902,-2.3564641,mnist
0.22954148,0.3208147,mnist
-0.3359254,0.30221197,mnist
0.87251323,0.30245942,mnist
0.34875602,-1.6061432,mnist
0.9589204,-1.1666894,mnist
-0.29232013,-2.274896,mnist
0.4534673,-0.82030725,mnist
-0.82532763,-1.2175245,mnist
0.30287117,-1.033793,mnist
-1.8171289,-1.7870994,mnist
-0.8705014,-1.4518375,mnist
0.35587758,-1.4490615,mnist
-0.16074651,0.27553093,mnist
0.37700194,-0.84423035,mnist
-0.7001182,0.23701933,mnist
-0.38191253,-0.50749326,mnist
-1.3020078,-2.0507987,mnist
-0.5281154,-1.6453424,mnist
-0.6246459,0.83876073,mnist
-0.3034075,-1.34283,mnist
0.10864478,-2.1194468,mnist
-0.10146743,-0.91765,mnist
0.46168977,-0.7956277,mnist
-1.1793323,-2.6973727,mnist
-0.2901342,0.03679063,mnist
-0.7566305,-2.8064892,mnist
0.14942807,-2.1709888,mnist
0.29997903,-2.032499,mnist
0.14048022,-1.4873614,mnist
-0.48495024,-0.4842883,mnist
-0.014357448,-0.5780412,mnist
-0.6913332,-0.8176709,mnist
-1.0838525,-2.2992303,mnist
-0.18667048,-0.49136052,mnist
-0.5168719,1.5603974,mnist
-0.3766604,-1.4525084,mnist
-0.18566924,0.2971103,mnist
-1.6173811,-2.4727476,mnist
-0.6913177,-1.9317914,mnist
0.44007427,0.3726497,mnist
0.12588125,-1.1575472,mnist
-2.2720659,0.0800174,mnist
0.3038146,-1.3259435,mnist
-0.77666485,-1.6082768,mnist
0.66455764,-1.0342638,mnist
-0.80043745,-1.0150671,mnist
-1.6109438,-2.1440196,mnist
0.3961125,0.6588985,mnist
1.400841,-1.2928704,mnist
-1.4631577,-1.7520974,mnist
-0.5432623,-0.031147514,mnist
-1.2425761,-3.056612,mnist
-0.5331427,-1.6182543,mnist
-0.7918802,-1.4916294,mnist
-0.011150479,-1.2858568,mnist
-0.25746435,0.44261163,mnist
-0.8314214,-0.44436917,mnist
-1.0313067,0.22180551,mnist
0.25511342,-1.2397623,mnist
0.49899322,-1.9006261,mnist
0.44344229,-1.5944915,mnist
-0.2691146,-0.94272834,mnist
-0.1796456,-1.3726856,mnist
0.087203324,0.031865146,mnist
-1.0364928,-2.1108224,mnist
0.24296433,-0.4856139,mnist
0.08953196,0.5937461,mnist
-0.80948144,-1.7870085,mnist
0.4960007,-0.6793763,mnist
-0.19158107,-2.4729202,mnist
0.3214726,-0.24478516,mnist
-0.6498821,-0.3635965,mnist
0.16671902,-0.7603503,mnist
-0.9909102,-0.145639,mnist
0.44583827,-0.49414578,mnist
-0.31436545,-1.7286851,mnist
-1.1176152,-2.6135356,mnist
-0.68760777,-1.9814253,mnist
-0.038498223,-1.1249387,mnist
-1.4470978,0.06943667,mnist
0.08686882,-1.8053489,mnist
0.11888403,-1.8713958,mnist
-0.5566213,0.25974756,mnist
-0.18593991,-1.5509372,mnist
-0.6304341,-2.4332945,mnist
-0.4796232,-0.57593167,mnist
-1.185795,-1.4626575,mnist
0.3939504,-1.2128506,mnist
-0.5647056,-1.3257828,mnist
0.39571756,1.172,mnist
-0.46706885,-1.1129744,mnist
0.5708563,-0.87980855,mnist
0.08814889,-1.6326063,mnist
0.64910215,-0.032484118,mnist
-0.116811514,-0.11691144,mnist
-0.08375299,-0.9733099,mnist
-2.8261778,-0.061471943,mnist
0.46442455,1.0146118,mnist
1.4616461,-0.97518146,mnist
-0.5508377,-1.0427048,mnist
0.72441584,-1.0181274,mnist
-2.1861045,-0.2290192,mnist
0.15851158,-1.1012604,mnist
-0.2130444,0.5311199,mnist
-1.0207151,-1.2050226,mnist
0.5273363,-0.7126475,mnist
-1.2287467,-0.59157914,mnist
-0.3919261,-0.504838,mnist
0.45184785,0.83435243,mnist
0.1123001,-0.48807356,mnist
-0.08713037,0.91766727,mnist
0.38064927,-1.77351,mnist
0.027426362,-1.7893858,mnist
0.044873416,0.1995017,mnist
-0.45646697,-2.2440898,mnist
0.054851353,0.48696515,mnist
-1.3251541,-2.8509715,mnist
-0.08093375,-1.0049112,mnist
-0.15247726,-0.41592857,mnist
-0.38847262,-0.7959417,mnist
0.28274053,0.38653824,mnist
0.3148716,-1.4472196,mnist
0.11023623,-1.3343978,mnist
-0.7952181,-1.3836141,mnist
-0.6698495,-0.32250485,mnist
-0.7421453,-2.2084663,mnist
-1.4593635,-2.6850746,mnist
-1.7726231,-2.280998,mnist
1.5580094,-0.33702624,mnist
0.9739489,-0.7593589,mnist
-1.1449046,-1.6314815,mnist
-0.5766171,-1.8213909,mnist
0.09192091,-1.3063778,mnist
